MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,RoomsAndArea
20,FV,85.0,9187,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,9,5,14,2009,Gable,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,Mn,GLQ,1121,645,1766,Ex,Y,SBrkr,1766,0,1,2,1,2,Ex,1,Attchd,14.0,Fin,478,Y,195,130,0,0,10,2009,New,Partial,370878,12362
20,RL,69.0,10530,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,5,52,1971,Hip,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,282,664,981,TA,Y,SBrkr,981,0,1,1,1,3,TA,0,Detchd,44.0,Unf,576,Y,0,312,40,0,3,2007,WD,Normal,143250,4905
20,RL,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,73,1950,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,,,,0,0,0,Gd,Y,SBrkr,1048,0,0,1,0,3,TA,0,Detchd,73.0,Unf,420,Y,0,27,0,0,7,2008,WD,Normal,98300,7336
20,RL,85.0,10452,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,6,5,70,1953,Hip,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,Mn,Rec,500,594,1094,Ex,Y,SBrkr,1094,0,0,1,0,3,TA,2,Attchd,70.0,RFn,495,Y,0,0,0,287,6,2008,WD,Normal,155000,5470
60,RL,70.0,7700,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,6,5,57,1966,Gable,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,No,Unf,0,756,756,TA,Y,SBrkr,1051,788,0,1,1,4,TA,1,Attchd,57.0,Unf,442,Y,0,124,216,0,6,2010,WD,Normal,155000,12873
180,RM,21.0,1936,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,6,53,1970,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,Av,BLQ,131,0,630,Gd,Y,SBrkr,630,0,1,1,0,1,TA,0,No Garage,0.0,No Garage,0,Y,0,0,0,0,12,2007,WD,Normal,84500,1890
60,FV,65.0,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,6,16,2007,Gable,CemntBd,CmentBd,,,Gd,TA,PConc,Gd,No,Unf,0,813,813,Ex,Y,SBrkr,822,843,0,2,1,3,Gd,0,Attchd,16.0,RFn,562,Y,0,0,0,0,5,2008,WD,Normal,205950,11655
70,RL,60.0,9084,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,2Story,4,5,83,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Mn,Unf,0,755,755,TA,Y,SBrkr,755,755,1,1,0,4,TA,1,Detchd,83.0,Unf,296,P,120,0,0,0,10,2009,WD,Normal,108000,10570
60,RL,70.0,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,27,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,880,880,Ex,Y,SBrkr,909,807,0,2,1,2,Gd,1,Attchd,27.0,RFn,512,Y,0,120,0,0,7,2009,WD,Normal,191000,12012
50,RM,60.0,10320,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,7,117,1995,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,756,756,Ex,Y,SBrkr,756,713,0,1,0,3,TA,0,Detchd,117.0,Unf,216,Y,57,0,239,0,6,2008,WD,Normal,135000,10283
20,RL,91.0,10437,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,8,6,28,1995,Hip,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,Gd,GLQ,1696,413,2109,Ex,Y,SBrkr,2113,0,1,2,1,2,Gd,1,Attchd,28.0,Fin,839,Y,236,46,0,0,8,2008,WD,Normal,350000,14791
160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,52,1971,Gable,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,No,Unf,0,525,525,TA,Y,SBrkr,525,567,0,1,1,3,TA,0,Detchd,52.0,Unf,264,Y,0,0,0,0,3,2010,WD,Family,88000,6552
20,RL,72.0,10007,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,64,2006,Gable,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,No,ALQ,806,247,1053,Ex,Y,SBrkr,1053,0,1,1,1,3,Gd,0,Attchd,64.0,RFn,312,Y,0,0,0,0,8,2008,WD,Normal,145500,5265
70,RL,60.0,7200,Pave,Reg,HLS,Inside,Mod,Crawfor,Norm,1Fam,2Story,7,6,92,2000,Gable,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,No,Unf,0,776,776,TA,Y,SBrkr,851,651,0,1,1,3,TA,1,Attchd,92.0,RFn,270,P,0,0,112,0,2,2008,WD,Normal,149000,9012
50,RL,78.0,17503,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,6,5,75,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,912,912,TA,Y,SBrkr,912,546,0,1,0,3,TA,1,Attchd,75.0,Unf,330,Y,192,0,0,0,1,2010,WD,Abnorml,97500,8748
20,RL,75.0,9937,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,7,59,1999,Hip,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,No,BLQ,637,849,1486,Ex,Y,SBrkr,1486,0,1,1,0,3,TA,0,Detchd,55.0,Fin,480,Y,0,0,0,0,3,2009,WD,Normal,167000,10402
60,RL,69.0,12384,Pave,Reg,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,7,7,47,1976,Gable,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,No,Unf,0,793,793,TA,Y,SBrkr,1142,793,0,2,1,3,TA,1,Attchd,47.0,RFn,550,Y,0,113,252,0,11,2007,WD,Normal,197900,13545
60,RL,52.0,46589,Pave,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,7,29,2005,Hip,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,No,GLQ,1361,88,1629,Ex,Y,SBrkr,1686,762,1,2,1,4,Gd,1,Attchd,29.0,RFn,711,Y,517,76,0,0,7,2009,WD,Normal,402000,19584
20,RL,120.0,13560,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,3,55,1968,Hip,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,No,Unf,0,1392,1392,Gd,Y,SBrkr,1392,0,1,1,0,2,TA,2,Attchd,55.0,RFn,576,Y,0,0,240,0,7,2009,WD,Normal,110000,6960
85,RL,90.0,10012,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SFoyer,4,5,51,1972,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Av,BLQ,920,38,1138,TA,Y,SBrkr,1181,0,1,2,0,3,TA,0,Detchd,49.0,RFn,588,Y,0,0,180,0,4,2008,WD,Normal,137500,7086
20,RL,49.0,20896,Pave,IR2,Lvl,CulDSac,Gtl,Somerst,RRAn,1Fam,1Story,8,5,18,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Mn,GLQ,1721,356,2077,Ex,Y,SBrkr,2097,0,1,1,1,1,Ex,1,Attchd,18.0,Fin,1134,Y,192,267,0,0,1,2006,New,Partial,423000,16776
60,RL,106.0,11194,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,8,5,23,2000,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,No,Unf,0,1406,1406,Ex,Y,SBrkr,1454,482,0,2,1,3,Gd,1,Attchd,23.0,RFn,504,Y,188,124,0,0,11,2006,WD,Normal,230500,13552
60,RL,69.0,18450,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,5,58,1979,Flat,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,No,LwQ,187,111,1021,TA,Y,SBrkr,1465,915,0,2,1,3,TA,1,CarPort,58.0,Unf,596,Y,0,265,0,0,8,2007,WD,Abnorml,129000,16660
20,RL,65.0,8125,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,29,1998,Gable,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,No,GLQ,1138,270,1408,Ex,Y,SBrkr,1679,0,1,2,0,3,Gd,1,Attchd,29.0,RFn,575,Y,224,42,0,0,10,2008,WD,Normal,193500,11753
20,RL,69.0,14175,Pave,Reg,Bnk,Corner,Mod,Sawyer,Norm,1Fam,1Story,5,6,67,1987,Gable,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,988,200,1188,Gd,Y,SBrkr,1437,0,1,1,1,3,TA,1,Detchd,24.0,Unf,576,Y,304,0,0,0,11,2006,WD,Normal,168000,8622
30,RL,80.0,11600,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,4,5,101,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,700,700,Ex,Y,SBrkr,1180,0,0,1,0,2,Fa,1,Detchd,101.0,Unf,252,Y,0,0,67,0,7,2006,WD,Normal,137500,5900
60,RL,64.0,8633,Pave,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,2Story,6,5,18,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,193,545,738,Ex,Y,SBrkr,738,738,1,2,1,3,Gd,0,Attchd,18.0,Fin,540,Y,100,35,0,0,2,2009,WD,Normal,173500,10332
70,RH,54.0,6629,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,2Story,6,6,98,1950,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,No,BLQ,551,121,672,TA,N,SBrkr,697,672,1,2,0,3,TA,0,Detchd,93.0,Unf,300,Y,147,0,0,0,7,2009,WD,Normal,103600,8214
20,RL,69.0,11250,Pave,IR1,Lvl,Inside,Gtl,Veenker,Norm,1Fam,1Story,6,6,46,1977,Gable,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,No,ALQ,767,441,1208,TA,Y,SBrkr,1208,0,1,1,1,3,TA,1,Attchd,46.0,RFn,546,Y,198,42,0,0,6,2006,WD,Normal,165000,7248
20,RL,110.0,14442,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,6,7,66,2004,Hip,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,No,GLQ,1186,291,1477,Ex,Y,SBrkr,1839,0,1,2,0,3,Gd,2,Attchd,66.0,Fin,416,Y,0,87,0,200,6,2007,WD,Normal,257500,12873
20,RL,80.0,9200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,58,1965,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Rec,892,244,1136,TA,Y,SBrkr,1136,0,1,1,0,3,TA,1,Attchd,58.0,RFn,384,Y,426,0,0,0,7,2008,WD,Normal,140000,5680
160,RL,24.0,2289,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,6,6,45,1978,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,ALQ,311,544,855,TA,Y,SBrkr,855,586,0,2,1,3,TA,1,Attchd,45.0,Unf,440,Y,28,0,0,0,4,2009,WD,Normal,148500,10087
70,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,4,2,123,1950,Gable,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1095,1095,Fa,N,SBrkr,1095,679,1,2,0,4,TA,0,2Types,103.0,Unf,779,N,0,0,90,0,5,2006,WD,Normal,87000,14192
30,RL,52.0,9022,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,8,99,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,No,Unf,0,768,768,Ex,Y,SBrkr,792,0,0,1,0,2,Gd,0,Detchd,99.0,Unf,240,N,316,0,120,0,5,2009,WD,Normal,109500,3960
20,RL,80.0,11844,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,1Story,8,5,15,2008,Hip,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,Mn,Unf,0,2046,2046,Ex,Y,SBrkr,2046,0,0,2,1,3,Gd,1,Attchd,15.0,Fin,834,Y,322,82,0,0,7,2009,New,Partial,372500,14322
20,RL,69.0,9945,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,62,1961,Hip,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,No,Rec,827,161,988,TA,Y,SBrkr,988,0,1,1,0,3,TA,0,Detchd,60.0,Unf,572,Y,0,0,0,0,10,2007,WD,Normal,128500,4940
120,RL,50.0,8012,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,43,1980,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,No,BLQ,543,261,923,TA,Y,SBrkr,923,0,0,2,0,2,TA,1,Attchd,43.0,RFn,264,Y,80,0,0,0,5,2010,WD,Normal,143000,4615
50,RH,55.0,4500,Pave,IR2,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,5,5,91,2000,Gable,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,No,Rec,182,611,793,Ex,Y,SBrkr,848,672,0,1,0,3,TA,0,Detchd,55.0,Unf,281,Y,0,0,56,0,7,2009,WD,Abnorml,159434,9120
120,RL,69.0,2887,Pave,Reg,HLS,Inside,Gtl,ClearCr,Norm,1Fam,1Story,6,5,27,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,Mn,GLQ,1003,288,1291,Ex,Y,SBrkr,1291,0,1,1,0,2,Gd,1,Attchd,27.0,Unf,431,Y,307,0,0,0,11,2008,WD,Normal,173000,7746
20,RL,90.0,11248,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,9,5,21,2002,Hip,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,Av,GLQ,1059,567,1626,Ex,Y,SBrkr,1668,0,1,2,0,3,Gd,1,Attchd,21.0,Fin,702,Y,257,45,0,0,7,2007,WD,Normal,285000,11676
60,RL,58.0,16770,Pave,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,7,5,25,1998,Gable,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,No,Unf,0,1195,1195,Gd,Y,SBrkr,1195,644,0,2,1,4,TA,0,Attchd,25.0,Fin,486,Y,0,81,0,0,6,2010,WD,Normal,221000,12873
160,RL,69.0,5062,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,TwnhsE,2Story,7,5,39,1984,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,Mn,GLQ,828,180,1190,Gd,Y,SBrkr,1190,900,1,2,0,3,Gd,1,Attchd,39.0,Fin,577,Y,219,0,0,0,9,2007,WD,Normal,207500,12540
60,FV,84.0,10207,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,6,16,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,874,874,Ex,Y,SBrkr,874,887,0,3,0,3,Gd,0,Attchd,16.0,Fin,578,Y,144,105,0,0,8,2007,New,Partial,227875,12327
160,FV,69.0,5105,Pave,IR2,Lvl,FR2,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,19,2004,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,239,312,551,Ex,Y,SBrkr,551,551,0,2,1,2,Gd,0,Detchd,19.0,Unf,480,Y,0,60,0,0,3,2007,WD,Normal,148800,4408
20,RL,60.0,8089,Pave,Reg,HLS,Inside,Gtl,StoneBr,Norm,1Fam,1Story,8,6,16,2007,Gable,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,Av,GLQ,945,474,1419,Ex,Y,SBrkr,1419,0,1,2,0,2,Gd,1,Attchd,16.0,RFn,567,Y,140,0,0,0,10,2007,New,Partial,392000,9933
120,RL,61.0,7577,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,6,5,18,2006,Gable,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,Av,ALQ,20,1342,1362,Ex,Y,SBrkr,1362,0,0,2,0,2,Gd,1,Attchd,18.0,RFn,460,Y,192,28,0,0,6,2007,WD,Normal,194700,8172
120,RM,69.0,4426,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,19,2004,Gable,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,Gd,GLQ,697,151,848,Ex,Y,SBrkr,848,0,1,1,0,1,Gd,1,Attchd,19.0,RFn,420,Y,149,0,0,0,5,2008,WD,Normal,141000,2544
60,RL,104.0,21535,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,10,6,29,1995,Gable,HdBoard,HdBoard,BrkFace,1170.0,Ex,TA,PConc,Ex,Gd,GLQ,1455,989,2444,Ex,Y,SBrkr,2444,1872,0,3,1,4,Ex,2,Attchd,29.0,Fin,832,Y,382,50,0,0,1,2007,WD,Normal,755000,43160
60,RL,42.0,26178,Pave,IR1,Lvl,Inside,Mod,Timber,Norm,1Fam,2Story,7,5,34,1990,Hip,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,Gd,GLQ,965,245,1210,Ex,Y,SBrkr,1238,1281,1,2,1,4,Gd,2,Attchd,34.0,RFn,628,Y,320,27,0,0,4,2006,WD,Normal,335000,22671
30,RL,60.0,5400,Pave,Reg,Lvl,Corner,Sev,OldTown,Norm,1Fam,1Story,5,6,102,1968,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1073,1073,Ex,Y,SBrkr,1073,0,0,1,0,2,TA,0,Detchd,55.0,Unf,326,Y,0,0,112,0,12,2006,WD,Abnorml,108480,4292
50,RM,51.0,6120,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,6,87,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,No,Unf,0,927,927,TA,Y,SBrkr,1067,472,0,1,1,3,TA,0,Detchd,28.0,Unf,576,Y,112,0,0,0,4,2009,WD,Normal,141500,7695
20,RL,54.0,13811,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,6,6,36,1987,Gable,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,No,GLQ,980,92,1112,Gd,Y,SBrkr,1137,0,1,2,0,2,Gd,1,Attchd,36.0,Unf,551,Y,125,0,0,0,7,2006,WD,Normal,176000,5685
30,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,7,102,1950,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,LwQ,616,0,616,Gd,Y,SBrkr,616,0,0,1,0,2,TA,0,Detchd,102.0,Unf,205,Y,0,0,129,0,6,2006,WD,Normal,89000,2464
20,RL,57.0,6420,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,7,71,1952,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Mn,LwQ,210,219,980,Fa,Y,FuseA,1148,0,0,1,0,2,TA,0,Detchd,71.0,Unf,308,Y,0,0,0,0,9,2006,WD,Normal,123500,6888
20,RL,65.0,8450,Pave,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,5,8,58,2009,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,GLQ,553,224,894,Ex,Y,SBrkr,894,0,1,1,0,3,TA,1,Detchd,50.0,Unf,336,Y,416,144,0,0,4,2010,WD,Normal,138500,4470
120,FV,59.0,4282,Pave,IR2,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,19,2004,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,16,1375,1391,Ex,Y,SBrkr,1391,0,0,2,0,2,Gd,0,Attchd,19.0,RFn,530,Y,156,158,0,0,7,2008,WD,Normal,196000,6955
20,RL,85.0,14331,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,21,2002,Hip,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,Gd,GLQ,1274,526,1800,Ex,Y,SBrkr,1800,0,1,2,0,3,Gd,1,Attchd,21.0,Fin,765,Y,270,78,0,0,5,2006,WD,Normal,312500,12600
20,RL,80.0,9600,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,54,1969,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,No,Unf,0,1164,1164,TA,Y,SBrkr,1164,0,0,1,1,3,TA,0,Attchd,54.0,Unf,528,Y,0,0,0,0,7,2006,COD,Normal,140000,6984
60,RL,82.0,12438,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,8,5,17,2006,Hip,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,No,Unf,0,1234,1234,Ex,Y,SBrkr,1264,1312,0,2,1,4,Ex,1,BuiltIn,17.0,Fin,666,Y,324,100,0,0,7,2006,New,Partial,361919,25760
190,RM,76.0,7630,Pave,Reg,Lvl,Inside,Gtl,OldTown,Feedr,2fmCon,2Story,5,9,123,1996,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,No,Unf,0,360,360,Gd,Y,SBrkr,1032,780,0,2,0,4,Gd,1,Detchd,24.0,Unf,672,N,344,0,40,0,5,2010,WD,Normal,140000,14496
20,RL,70.0,8400,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,19,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,Av,GLQ,712,761,1473,Ex,Y,SBrkr,1484,0,1,2,0,3,Gd,0,Attchd,19.0,RFn,606,Y,0,35,0,0,5,2010,WD,Normal,213000,10388
190,RM,70.0,5600,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,2Story,4,5,93,1950,Hip,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,,,,0,0,0,Fa,N,SBrkr,372,720,0,2,0,3,Fa,0,No Garage,0.0,No Garage,0,N,0,0,0,0,7,2010,WD,Normal,55000,7644
20,RL,69.0,115149,Pave,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1Story,7,5,52,2002,Gable,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,Gd,GLQ,1219,424,1643,TA,Y,SBrkr,1824,0,1,2,0,2,Gd,2,Attchd,52.0,Unf,739,Y,380,48,0,0,6,2007,WD,Normal,302000,9120
120,RL,48.0,6240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,17,2006,Hip,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,No,GLQ,863,461,1324,Ex,Y,SBrkr,1324,0,1,2,0,2,Gd,1,Attchd,17.0,Fin,550,Y,192,38,0,0,12,2009,WD,Normal,254000,7944
60,RL,65.0,9018,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,16,2007,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,728,728,Ex,Y,SBrkr,728,728,0,2,1,3,Gd,1,Attchd,16.0,Fin,400,Y,100,24,0,0,7,2007,New,Partial,179540,11648
20,RL,69.0,7162,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,7,57,1966,Gable,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,No,Unf,0,876,876,TA,Y,SBrkr,904,0,0,1,0,3,TA,0,Attchd,57.0,Unf,408,Y,0,0,0,0,12,2008,WD,Abnorml,109900,5424
30,RL,56.0,4130,Pave,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,6,88,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,No,Unf,0,270,270,Gd,Y,SBrkr,729,0,0,1,0,2,TA,0,No Garage,0.0,No Garage,0,N,0,0,0,0,7,2008,WD,Normal,52000,3645
50,C (all),66.0,8712,Pave,Reg,HLS,Inside,Mod,IDOTRR,Norm,1Fam,1.5Fin,4,7,123,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,Mn,Unf,0,859,859,Gd,Y,SBrkr,859,319,0,1,0,2,TA,0,Detchd,59.0,RFn,384,N,68,0,98,0,1,2010,WD,Abnorml,102776,8246
120,RL,40.0,4671,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,35,1989,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,767,461,1228,Gd,Y,SBrkr,1228,0,1,2,0,2,Gd,1,Attchd,35.0,Fin,472,Y,168,120,0,0,10,2008,WD,Normal,189000,6140
190,RL,60.0,9873,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,2fmCon,1Story,4,5,53,1970,Gable,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,Av,ALQ,789,171,960,TA,N,SBrkr,960,0,1,1,0,3,TA,0,Detchd,53.0,Unf,576,Y,0,288,0,0,5,2006,WD,Normal,129000,5760
60,RL,69.0,13517,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,2Story,6,8,47,2005,Gable,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,No,GLQ,533,192,725,Ex,Y,SBrkr,725,754,0,2,1,3,Gd,0,Attchd,47.0,RFn,475,Y,0,44,0,0,3,2010,WD,Normal,130500,8874
