,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,RoomsAndArea
689,120,RL,61.0,7577,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,6,5,18,2006,Gable,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,Av,ALQ,20,1342,1362,Ex,Y,SBrkr,1362,0,0,2,0,2,Gd,1,Attchd,18.0,RFn,460,Y,192,28,0,0,6,2007,WD,Normal,194700,8172
690,120,RM,69.0,4426,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,19,2004,Gable,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,Gd,GLQ,697,151,848,Ex,Y,SBrkr,848,0,1,1,0,1,Gd,1,Attchd,19.0,RFn,420,Y,149,0,0,0,5,2008,WD,Normal,141000,2544
691,60,RL,104.0,21535,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,10,6,29,1995,Gable,HdBoard,HdBoard,BrkFace,1170.0,Ex,TA,PConc,Ex,Gd,GLQ,1455,989,2444,Ex,Y,SBrkr,2444,1872,0,3,1,4,Ex,2,Attchd,29.0,Fin,832,Y,382,50,0,0,1,2007,WD,Normal,755000,43160
692,60,RL,42.0,26178,Pave,IR1,Lvl,Inside,Mod,Timber,Norm,1Fam,2Story,7,5,34,1990,Hip,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,Gd,GLQ,965,245,1210,Ex,Y,SBrkr,1238,1281,1,2,1,4,Gd,2,Attchd,34.0,RFn,628,Y,320,27,0,0,4,2006,WD,Normal,335000,22671
693,30,RL,60.0,5400,Pave,Reg,Lvl,Corner,Sev,OldTown,Norm,1Fam,1Story,5,6,102,1968,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1073,1073,Ex,Y,SBrkr,1073,0,0,1,0,2,TA,0,Detchd,55.0,Unf,326,Y,0,0,112,0,12,2006,WD,Abnorml,108480,4292
694,50,RM,51.0,6120,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,6,87,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,No,Unf,0,927,927,TA,Y,SBrkr,1067,472,0,1,1,3,TA,0,Detchd,28.0,Unf,576,Y,112,0,0,0,4,2009,WD,Normal,141500,7695
695,20,RL,54.0,13811,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,6,6,36,1987,Gable,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,No,GLQ,980,92,1112,Gd,Y,SBrkr,1137,0,1,2,0,2,Gd,1,Attchd,36.0,Unf,551,Y,125,0,0,0,7,2006,WD,Normal,176000,5685
696,30,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,7,102,1950,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,LwQ,616,0,616,Gd,Y,SBrkr,616,0,0,1,0,2,TA,0,Detchd,102.0,Unf,205,Y,0,0,129,0,6,2006,WD,Normal,89000,2464
697,20,RL,57.0,6420,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,7,71,1952,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Mn,LwQ,210,219,980,Fa,Y,FuseA,1148,0,0,1,0,2,TA,0,Detchd,71.0,Unf,308,Y,0,0,0,0,9,2006,WD,Normal,123500,6888
698,20,RL,65.0,8450,Pave,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,5,8,58,2009,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,GLQ,553,224,894,Ex,Y,SBrkr,894,0,1,1,0,3,TA,1,Detchd,50.0,Unf,336,Y,416,144,0,0,4,2010,WD,Normal,138500,4470
699,120,FV,59.0,4282,Pave,IR2,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,19,2004,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,16,1375,1391,Ex,Y,SBrkr,1391,0,0,2,0,2,Gd,0,Attchd,19.0,RFn,530,Y,156,158,0,0,7,2008,WD,Normal,196000,6955
700,20,RL,85.0,14331,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,21,2002,Hip,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,Gd,GLQ,1274,526,1800,Ex,Y,SBrkr,1800,0,1,2,0,3,Gd,1,Attchd,21.0,Fin,765,Y,270,78,0,0,5,2006,WD,Normal,312500,12600
701,20,RL,80.0,9600,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,54,1969,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,No,Unf,0,1164,1164,TA,Y,SBrkr,1164,0,0,1,1,3,TA,0,Attchd,54.0,Unf,528,Y,0,0,0,0,7,2006,COD,Normal,140000,6984
702,60,RL,82.0,12438,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,8,5,17,2006,Hip,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,No,Unf,0,1234,1234,Ex,Y,SBrkr,1264,1312,0,2,1,4,Ex,1,BuiltIn,17.0,Fin,666,Y,324,100,0,0,7,2006,New,Partial,361919,25760
703,190,RM,76.0,7630,Pave,Reg,Lvl,Inside,Gtl,OldTown,Feedr,2fmCon,2Story,5,9,123,1996,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,No,Unf,0,360,360,Gd,Y,SBrkr,1032,780,0,2,0,4,Gd,1,Detchd,24.0,Unf,672,N,344,0,40,0,5,2010,WD,Normal,140000,14496
704,20,RL,70.0,8400,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,19,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,Av,GLQ,712,761,1473,Ex,Y,SBrkr,1484,0,1,2,0,3,Gd,0,Attchd,19.0,RFn,606,Y,0,35,0,0,5,2010,WD,Normal,213000,10388
705,190,RM,70.0,5600,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,2Story,4,5,93,1950,Hip,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,TA,No,Unf,0,0,0,Fa,N,SBrkr,372,720,0,2,0,3,Fa,0,No Garage,0.0,No Garage,0,N,0,0,0,0,7,2010,WD,Normal,55000,7644
706,20,RL,69.0,115149,Pave,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1Story,7,5,52,2002,Gable,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,Gd,GLQ,1219,424,1643,TA,Y,SBrkr,1824,0,1,2,0,2,Gd,2,Attchd,52.0,Unf,739,Y,380,48,0,0,6,2007,WD,Normal,302000,9120
707,120,RL,48.0,6240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,17,2006,Hip,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,No,GLQ,863,461,1324,Ex,Y,SBrkr,1324,0,1,2,0,2,Gd,1,Attchd,17.0,Fin,550,Y,192,38,0,0,12,2009,WD,Normal,254000,7944
708,60,RL,65.0,9018,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,16,2007,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,728,728,Ex,Y,SBrkr,728,728,0,2,1,3,Gd,1,Attchd,16.0,Fin,400,Y,100,24,0,0,7,2007,New,Partial,179540,11648
709,20,RL,69.0,7162,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,7,57,1966,Gable,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,No,Unf,0,876,876,TA,Y,SBrkr,904,0,0,1,0,3,TA,0,Attchd,57.0,Unf,408,Y,0,0,0,0,12,2008,WD,Abnorml,109900,5424
710,30,RL,56.0,4130,Pave,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,6,88,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,No,Unf,0,270,270,Gd,Y,SBrkr,729,0,0,1,0,2,TA,0,No Garage,0.0,No Garage,0,N,0,0,0,0,7,2008,WD,Normal,52000,3645
711,50,C (all),66.0,8712,Pave,Reg,HLS,Inside,Mod,IDOTRR,Norm,1Fam,1.5Fin,4,7,123,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,Mn,Unf,0,859,859,Gd,Y,SBrkr,859,319,0,1,0,2,TA,0,Detchd,59.0,RFn,384,N,68,0,98,0,1,2010,WD,Abnorml,102776,8246
712,120,RL,40.0,4671,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,35,1989,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,767,461,1228,Gd,Y,SBrkr,1228,0,1,2,0,2,Gd,1,Attchd,35.0,Fin,472,Y,168,120,0,0,10,2008,WD,Normal,189000,6140
713,190,RL,60.0,9873,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,2fmCon,1Story,4,5,53,1970,Gable,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,Av,ALQ,789,171,960,TA,N,SBrkr,960,0,1,1,0,3,TA,0,Detchd,53.0,Unf,576,Y,0,288,0,0,5,2006,WD,Normal,129000,5760
714,60,RL,69.0,13517,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,2Story,6,8,47,2005,Gable,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,No,GLQ,533,192,725,Ex,Y,SBrkr,725,754,0,2,1,3,Gd,0,Attchd,47.0,RFn,475,Y,0,44,0,0,3,2010,WD,Normal,130500,8874
715,20,RL,78.0,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,49,1974,Hip,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,No,Unf,0,1064,1064,TA,Y,SBrkr,1350,0,0,2,0,3,TA,1,Attchd,49.0,RFn,478,Y,0,0,0,0,8,2009,WD,Normal,165000,9450
716,70,RM,60.0,10800,Pave,Reg,Bnk,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,133,1998,Gable,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,No,Unf,0,718,718,Ex,Y,SBrkr,1576,978,0,1,1,3,TA,0,Detchd,27.0,Unf,704,P,0,48,143,0,7,2007,WD,Normal,159500,20432
717,20,RL,80.0,10000,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,50,2000,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,No,BLQ,1084,92,1176,Gd,Y,SBrkr,1178,0,0,1,1,3,Gd,1,Attchd,50.0,Unf,439,Y,224,0,0,0,11,2008,WD,Normal,157000,5890
718,60,RL,96.0,10542,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,30,1994,Hip,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,Gd,GLQ,1173,138,1311,Ex,Y,SBrkr,1325,1093,1,2,1,3,Gd,1,Attchd,30.0,RFn,983,Y,250,154,216,0,8,2008,WD,Normal,341000,21762
719,20,RL,69.0,9920,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,6,54,1969,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,ALQ,523,448,971,TA,Y,SBrkr,971,0,0,1,1,3,TA,1,Attchd,54.0,Unf,300,Y,0,0,0,0,5,2006,WD,Normal,128500,4855
720,120,RL,69.0,6563,Pave,IR1,Low,CulDSac,Mod,StoneBr,Norm,1Fam,1Story,8,5,38,1985,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Gd,GLQ,1148,594,1742,TA,Y,SBrkr,1742,0,1,2,0,2,Gd,1,Attchd,38.0,RFn,564,Y,114,28,234,0,12,2006,WD,Normal,275000,8710
721,120,RM,69.0,4426,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,19,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,Av,GLQ,662,186,848,Ex,Y,SBrkr,848,0,1,1,0,1,Gd,0,Attchd,19.0,RFn,420,Y,160,0,0,0,5,2010,WD,Normal,143000,2544
722,20,RL,70.0,8120,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,53,1970,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,191,673,864,Ex,Y,SBrkr,864,0,0,1,0,3,TA,0,Detchd,29.0,Unf,463,Y,0,0,0,0,7,2009,WD,Normal,124500,4320
723,50,RL,60.0,8172,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,6,69,1972,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,Unf,0,941,941,Ex,Y,SBrkr,997,473,0,2,0,4,TA,0,Detchd,65.0,Unf,548,Y,0,0,0,156,5,2008,WD,Normal,135000,10290
724,20,RL,86.0,13286,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,9,5,16,2008,Hip,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,No,GLQ,1234,464,1698,Ex,Y,SBrkr,1698,0,1,2,0,3,Ex,1,Attchd,16.0,Fin,768,Y,327,64,0,0,2,2009,WD,Normal,320000,13584
725,20,RL,60.0,6960,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,53,1970,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,375,250,864,TA,Y,SBrkr,864,0,0,1,0,3,Gd,0,Detchd,34.0,Unf,660,Y,96,0,0,0,11,2009,WD,Normal,120500,4320
726,20,RL,69.0,21695,Pave,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,9,35,2007,Hip,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,No,GLQ,808,72,880,Ex,Y,SBrkr,1680,0,1,2,0,3,Gd,1,Attchd,35.0,Fin,540,Y,292,44,0,0,12,2009,WD,Normal,222000,8400
727,20,RL,64.0,7314,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,16,2007,Gable,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,Av,GLQ,724,508,1232,Ex,Y,SBrkr,1232,0,1,2,0,2,Gd,0,Attchd,16.0,RFn,632,Y,132,0,0,0,2,2009,WD,Normal,194500,7392
728,90,RL,85.0,11475,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,5,5,65,1958,Gable,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,No,Unf,0,1584,1584,TA,Y,SBrkr,1776,0,1,2,0,4,TA,0,Detchd,55.0,Unf,888,Y,0,25,0,0,7,2009,COD,Abnorml,110000,15984
729,30,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,5,98,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,152,628,780,TA,Y,FuseA,848,0,0,1,0,2,TA,0,Detchd,61.0,Unf,539,Y,0,23,112,0,1,2009,WD,Normal,103000,6040
730,120,RL,39.0,5389,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,28,1996,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,1180,415,1595,Ex,Y,SBrkr,1616,0,1,2,0,2,Gd,1,Attchd,28.0,RFn,608,Y,237,152,0,0,3,2010,WD,Normal,236500,8080
731,80,RL,73.0,9590,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,SLvl,7,5,20,2003,Gable,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,Av,GLQ,786,82,868,Ex,Y,SBrkr,1146,0,1,2,0,3,Gd,1,Attchd,20.0,Fin,438,Y,160,22,0,0,5,2007,WD,Normal,187500,6876
732,60,RL,75.0,11404,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,25,1999,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,Av,ALQ,252,901,1153,Ex,Y,SBrkr,1153,878,0,2,1,3,Gd,1,Attchd,25.0,Fin,541,Y,192,84,0,0,7,2008,WD,Normal,222500,16248
733,20,RL,80.0,10000,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,6,62,1983,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,BLQ,594,270,864,Ex,Y,SBrkr,1144,0,1,1,0,3,TA,1,Attchd,62.0,RFn,264,Y,165,0,0,0,3,2009,WD,Normal,131400,6864
734,20,RL,69.0,8978,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,5,55,1968,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,No,Unf,0,948,948,TA,Y,SBrkr,948,0,0,1,0,3,TA,0,Attchd,55.0,Unf,300,Y,147,0,0,0,5,2007,WD,Family,108000,5688
735,75,RM,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,7,7,109,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,Mn,Rec,390,490,880,Fa,N,SBrkr,880,888,0,1,1,2,TA,2,Detchd,109.0,Unf,320,N,0,341,0,0,10,2006,WD,Normal,163000,10608
736,90,RL,60.0,8544,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,3,4,73,1950,Gable,Stucco,Stone,None,0.0,TA,TA,CBlock,TA,No,Unf,0,0,0,Gd,N,FuseF,1040,0,0,2,0,2,TA,0,Detchd,74.0,Unf,400,Y,0,0,0,0,7,2006,WD,Normal,93500,6240
737,60,RL,72.0,10463,Pave,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,8,5,18,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,893,893,Ex,Y,SBrkr,901,900,0,2,1,3,Gd,1,Attchd,18.0,Fin,800,Y,0,116,0,0,6,2006,WD,Normal,239900,14408
738,90,RL,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,5,5,36,1988,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,GLQ,1200,0,1200,TA,Y,SBrkr,1200,0,3,3,0,3,TA,0,No Garage,0.0,No Garage,0,Y,120,0,0,0,3,2009,WD,Alloca,179000,6000
739,60,RL,65.0,9313,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,19,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,864,864,Ex,Y,SBrkr,864,864,0,2,1,3,Gd,0,Attchd,19.0,RFn,572,Y,187,56,0,0,4,2009,WD,Normal,190000,12096
740,70,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,7,113,2002,Gable,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,No,Unf,0,264,264,Ex,Y,SBrkr,768,664,0,2,0,2,TA,0,Detchd,113.0,Unf,360,Y,270,0,112,0,5,2007,WD,Abnorml,132000,10024
741,20,RL,65.0,6768,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,6,8,62,1996,Hip,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,Mn,GLQ,832,80,912,Gd,Y,SBrkr,912,0,1,1,0,3,Gd,0,Detchd,61.0,Unf,288,Y,168,0,0,0,5,2008,WD,Normal,142000,4560
742,20,RL,65.0,8450,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,23,2001,Gable,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,No,Unf,0,1349,1349,Ex,Y,SBrkr,1349,0,0,2,0,3,TA,0,Attchd,23.0,Unf,539,Y,120,55,0,0,12,2007,WD,Normal,179000,8094
743,80,RL,70.0,12886,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,60,1999,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,Av,ALQ,444,76,520,Ex,Y,SBrkr,1464,0,0,2,0,3,TA,1,Attchd,26.0,RFn,480,Y,302,0,0,100,10,2009,WD,Normal,175000,8784
744,120,RL,41.0,5395,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,30,1993,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,No,GLQ,733,604,1337,Gd,Y,SBrkr,1337,0,1,2,0,2,Gd,1,Attchd,30.0,RFn,462,Y,96,0,70,0,10,2008,WD,Normal,180000,6685
745,60,RL,69.0,8963,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,8,9,47,1996,Hip,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,No,GLQ,575,487,1142,Ex,Y,SBrkr,1175,1540,0,3,1,4,Gd,2,BuiltIn,29.0,Fin,831,Y,0,204,0,0,7,2008,WD,Normal,299800,29865
746,60,RL,69.0,8795,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,23,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,300,652,952,Ex,Y,SBrkr,980,1276,0,2,1,4,Gd,1,BuiltIn,23.0,Fin,554,Y,224,54,0,0,4,2009,WD,Normal,236000,18048
747,70,RM,65.0,11700,Pave,IR1,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,7,143,2003,Mansard,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,No,Unf,0,1240,1240,TA,N,SBrkr,1320,1320,0,1,1,4,Gd,1,Detchd,73.0,Unf,864,N,181,0,386,0,5,2009,WD,Normal,265979,21120
748,20,RL,59.0,10593,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,7,5,27,1996,Hip,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,No,GLQ,919,801,1720,Ex,Y,SBrkr,1720,0,1,2,0,3,Gd,1,Attchd,27.0,Fin,527,Y,240,56,154,0,3,2010,WD,Normal,260400,12040
749,50,RL,50.0,8405,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,3,78,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,Slab,TA,No,Unf,0,0,0,TA,N,FuseF,1088,441,0,2,0,4,TA,0,Detchd,78.0,Unf,240,N,92,0,185,0,4,2009,WD,Normal,98000,13761
750,50,RM,55.0,8800,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,4,7,113,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,576,576,Gd,Y,SBrkr,792,348,0,1,0,3,TA,0,No Garage,0.0,No Garage,0,N,0,160,0,0,6,2010,WD,Normal,96500,7980
751,60,RL,69.0,7750,Pave,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,7,5,20,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,660,660,Ex,Y,SBrkr,660,660,0,2,1,3,Gd,0,Attchd,20.0,Fin,400,Y,0,48,0,0,8,2007,WD,Normal,162000,7920
752,20,RL,79.0,9236,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,26,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,GLQ,1200,279,1479,Ex,Y,SBrkr,1494,0,1,2,0,3,Gd,0,Attchd,26.0,RFn,576,Y,168,27,0,0,7,2006,WD,Normal,217000,8964
753,60,RL,80.0,10240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,18,2005,Gable,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,Mn,Unf,0,1030,1030,Gd,Y,SBrkr,1038,1060,0,2,1,3,Ex,1,Attchd,18.0,RFn,878,Y,192,52,0,0,3,2006,WD,Normal,275500,16784
754,20,RL,61.0,7930,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,8,54,2005,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,GLQ,439,115,1026,Gd,Y,SBrkr,1026,0,1,1,0,3,Gd,0,Detchd,54.0,RFn,440,Y,171,48,0,0,7,2009,WD,Normal,156000,5130
755,160,FV,34.0,3230,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,24,1999,Gable,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,No,GLQ,381,348,729,Gd,Y,SBrkr,742,729,0,2,1,3,TA,0,Detchd,24.0,Unf,440,Y,0,24,0,0,3,2009,WD,Normal,172500,8826
756,60,RL,68.0,10769,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,16,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,20,846,866,Ex,Y,SBrkr,866,902,0,2,1,3,Gd,0,Attchd,16.0,RFn,578,Y,144,105,0,0,4,2009,WD,Normal,212000,12376
757,60,RL,69.0,11616,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,2Story,6,5,45,1978,Hip,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,Mn,Rec,438,234,672,TA,Y,SBrkr,672,714,0,2,1,3,TA,1,Attchd,45.0,Fin,440,Y,335,0,0,0,4,2010,WD,Abnorml,158900,8316
758,160,FV,24.0,2280,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,24,1999,Gable,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,No,ALQ,549,195,744,Gd,Y,SBrkr,757,744,0,2,1,3,TA,0,Detchd,24.0,Unf,440,Y,0,0,0,0,8,2008,WD,Normal,179400,9006
